2022-08-01,131.4985,130.545,119.94200000000001,119.485,1.1654613649704235,1.9838401420730072,1.1864493929259858,0.8201284734858617,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2022-09-01,133.2875,128.988,120.57,119.939,1.1860390593859305,2.4460074434061396,1.0626454806420624,0.8203172459837778,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2022-10-01,134.428,129.4,121.319,120.387,1.0532514951884189,1.928900628752036,1.2553341922001529,0.8113634436579515,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2022-11-01,134.80700000000002,130.561,121.584,120.601,0.9985674103110366,1.4037892154338591,1.3441369407816153,0.8010578073330351,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2022-12-01,134.7615,131.22899999999998,122.149,120.624,1.0269364530673368,2.2876285290469713,0.988123612135248,0.7883527499038484,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-01-01,134.6305,130.63299999999998,123.432,120.709,1.0239029859516,1.117874738706305,1.283943696350833,0.7853046277464624,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-02-01,134.878,,123.41799999999999,120.99600000000001,1.0200667166581014,,1.1294896287084888,0.804459813362582,THD,,SMO,CGO,||Medusa|,,Medusa,Medusa||
2023-03-01,135.241,,123.958,121.50399999999999,0.9672645273626084,,1.1739495075506612,0.8261746130300542,THD,,SMO,CGO,||Medusa|,,Medusa,Medusa||
2023-04-01,135.464,,123.035,122.074,1.1247181557902228,,1.1399274159709687,0.8583907662142924,THD,,SMO,CGO,||Medusa|,,Medusa,Medusa||
2023-05-01,136.1285,,122.90100000000001,122.573,1.077094860418906,,0.9792569848386122,0.8978069177958533,THD|MHD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2023-06-01,136.463,131.635,123.45299999999999,123.291,1.015131132036886,1.1927658788304811,1.0842067763147811,0.9171924313032733,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-07-01,136.528,134.08,123.469,124.052,0.9760489152253794,1.8183280178625638,0.9056822518349412,1.0654205370537213,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-08-01,137.10000000000002,133.526,125.149,124.586,1.1680987398760434,3.2216631201095436,0.8479116396177198,1.0448207466571287,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-09-01,138.5455,134.109,125.286,125.214,1.0267081258902173,3.5184249573654416,0.9822213643721867,0.9572500661108152,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2023-10-01,139.4065,,125.662,125.585,1.1017467037092157,,0.9342038386022828,0.9050883640243365,THD|MHD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2023-11-01,140.3445,,125.99600000000001,126.181,1.171029757389667,,1.0402449004515042,0.8566331779453852,THD|MHD,,SMO,CGO,Medusa||Medusa|,,Medusa,Medusa||
2023-12-01,140.695,136.661,126.671,126.022,1.3607758960829113,1.6803640909488664,1.2424908960582408,0.8184822968455946,THD,RPB,SMO,CGO,||Medusa|,Medusa,Medusa,Medusa||
2024-01-01,140.3965,135.87,127.225,125.958,1.266099977911627,1.5832630998191677,1.1081378638311434,0.8184596477520684,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2024-02-01,140.358,135.407,128.532,125.994,1.1405318712699088,1.1083178337910522,1.4468527484312423,0.8332908854773103,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2024-03-01,140.81900000000002,136.884,128.377,126.556,1.0685196330516393,1.7764673675746931,1.2273019759374992,0.8774166800731338,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2024-04-01,141.189,136.48,127.291,127.21700000000001,1.0243177279332862,1.1983934540809207,0.9656032212663801,0.8542024250502278,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
2024-05-01,141.88049999999998,136.319,128.868,128.01,1.0649227147488696,1.2401082951931295,1.2493142257202707,0.8611114337418821,THD|MHD,RPB,SMO,CGO,Medusa||Medusa|,Medusa,Medusa,Medusa||
