# AGAGE data for HFC-227ea
# Created by lw13938 on 2024-05-29 14:28:33.876163
# Contact AGAGE data owners before use 
# This file contains data from the following sites/instruments: 
#===================================================
# MHD 
#   1. Medusa
#------------------
# THD 
#   1. Medusa
#   2. Archive
#  Instruments combined in above order of preference
#------------------
# RPB 
#   1. Medusa
#------------------
# SMO 
#   1. Medusa
#------------------
# CGO 
#   1. Medusa
#   2. Archive
#  Instruments combined in above order of preference
#------------------
# SCALE: SIO-14
# UNITS: ppt
var,mf,mf,mf,mf,mf_variability,mf_variability,mf_variability,mf_variability,sites,sites,sites,sites,instruments,instruments,instruments,instruments
box,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
2008-09-01,0.562,0.542,0.48100000000000004,0.473,0.03596231916881891,0.03374241248043773,0.03125539313462558,0.029486003459268603,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2008-10-01,0.5665,0.53,0.486,0.48,0.03588272704240858,0.039840180722481675,0.030517300011632744,0.030173498305632377,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2008-11-01,0.5785,0.5479999999999999,0.495,0.484,0.03761693900359251,0.03797491803809456,0.03167159610755353,0.030402657778556136,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2008-12-01,0.584,0.5589999999999999,0.511,0.489,0.037921650807948744,0.039571853633611855,0.03370512720640585,0.030163481231449393,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-01-01,0.5840000000000001,0.5579999999999999,0.519,0.491,0.039166970778961196,0.03668665152340834,0.03374462327541975,0.030526899613291882,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-02-01,0.591,0.563,0.522,0.496,0.039995769776315096,0.035848129658323874,0.03430659411833241,0.031091117702649416,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-03-01,0.5914999999999999,0.574,0.528,0.505,0.038929938350837384,0.037176788457315674,0.03505171037196331,0.03160838496348714,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-04-01,0.6085,0.5870000000000001,0.528,0.511,0.04048740668405424,0.037900506592920366,0.034635565536020915,0.031953647679099174,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-05-01,0.6214999999999999,0.594,0.53,0.52,0.0411921606619512,0.03866794020891208,0.03435462123208463,0.03177168550769694,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-06-01,0.622,0.602,0.527,0.525,0.04022166580339506,0.039110796463380795,0.03382047308953558,0.032760494501762334,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-07-01,0.631,0.612,0.5329999999999999,0.528,0.04091001833292183,0.04181337585031852,0.0353230859354049,0.03267449157982416,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-08-01,0.6385000000000001,0.619,0.546,0.5379999999999999,0.04171218167394269,0.04266590676406632,0.036908232144062386,0.03351116828760226,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-09-01,0.6445,0.621,0.551,0.545,0.04224179091847314,0.04182472474505959,0.039165847367317354,0.03419488265808204,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2009-10-01,0.6539999999999999,0.627,,0.5489999999999999,0.042567917496631184,0.042145751861842495,,0.03472813844708639,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2009-11-01,0.6595,0.626,,0.5589999999999999,0.04287230924501268,0.04209220355362736,,0.03634462271093208,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2009-12-01,0.665,0.6409999999999999,,0.562,0.0444101339786315,0.041655391007647494,,0.03546883702632495,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2010-01-01,0.6679999999999999,0.6459999999999999,,0.56,0.043733927333364425,0.04232419638929958,,0.035056525783368785,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2010-02-01,0.687,0.653,,0.5710000000000001,0.04720263128258847,0.04232106331367396,,0.03598260135120862,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2010-03-01,0.6890000000000001,0.653,0.588,,0.04592380210740396,0.043543913466752154,0.041057014017095786,,THD|MHD,RPB,SMO,,Medusa|Medusa,Medusa,Medusa,
2010-04-01,0.696,0.674,0.607,,0.04652039982631276,0.04468102057921238,0.0459392686054099,,THD|MHD,RPB,SMO,,Medusa|Medusa,Medusa,Medusa,
2010-05-01,0.696,0.682,,0.5920000000000001,0.04567436480127556,0.04511592180151039,,0.03782420389115943,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2010-06-01,0.7045,0.695,,0.598,0.04765241756721269,0.04861985191256756,,0.03888925815697697,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2010-07-01,0.7170000000000001,0.7040000000000001,0.618,0.609,0.04831894452489624,0.04762580812962652,0.04646424862192436,0.03878365119480114,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2010-08-01,0.7255,0.695,0.626,0.621,0.049001131619586094,0.05022837843291379,0.045119326236104186,0.03914470079078393,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2010-09-01,0.7355,0.701,0.642,0.621,0.05071939372666042,0.050527651835405925,0.04251811849082694,0.039462736853898006,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2010-10-01,0.7455,0.71,0.649,0.625,0.0517375385962649,0.04889539855651041,0.044241650059644026,0.04077070026379238,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2010-11-01,0.7525,0.7120000000000001,0.6579999999999999,0.629,0.05420814053258052,0.04899998367346667,0.04471767435813271,0.04061166827403178,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2010-12-01,0.757,0.732,0.6659999999999999,0.62,0.05283915593572631,0.04868230068515661,0.04382695061260822,0.03940609089975812,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-01-01,0.7565,0.7340000000000001,,0.628,0.05158005525394481,0.04836860138560966,,0.03985953336405232,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2011-02-01,0.7659999999999999,0.743,0.6920000000000001,0.637,0.05161948856778803,0.04927855923218535,0.047464833297927,0.04070342000372942,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-03-01,0.775,0.7440000000000001,0.6829999999999999,0.643,0.05165752607316769,0.052170198389502036,0.04604737126047479,0.04139343426196961,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-04-01,0.772,,0.6829999999999999,0.6579999999999999,0.050065381252917665,,0.0456000043859647,0.04156525472074001,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2011-05-01,0.784,0.762,0.685,0.659,0.05036627443041623,0.053612670144285855,0.04709787680989452,0.04228961574665818,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-06-01,0.7875,0.768,0.69,0.6659999999999999,0.05021516205290988,0.05498514708537206,0.04555172883656557,0.04342581720589723,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-07-01,0.7905,0.777,0.6970000000000001,0.674,0.05055546360186998,0.05387415335761668,0.048722811905718255,0.043490155207816864,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-08-01,0.7954999999999999,0.7829999999999999,0.7120000000000001,0.6829999999999999,0.05155970228773629,0.055741550032269466,0.04675466179965373,0.04475891419594537,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-09-01,0.8049999999999999,0.789,0.727,0.691,0.05307438176747799,0.05947331838732391,0.04681564268489754,0.04560626711319399,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-10-01,0.8195000000000001,0.7979999999999999,0.73,0.696,0.05493577067812921,0.05872388270542062,0.046630891048745786,0.04547414210295781,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-11-01,0.8345,0.805,0.743,0.708,0.05596431809644427,0.0584969229960004,0.04736429456879939,0.045393285847138226,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2011-12-01,0.8360000000000001,0.816,0.748,0.7120000000000001,0.05477248944497594,0.05543538220306594,0.0483550865990332,0.04495551579061239,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-01-01,0.8340000000000001,0.8340000000000001,0.763,0.723,0.05426786894655069,0.05593747938547106,0.049566202194640654,0.04558315917090433,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-02-01,0.835,0.8340000000000001,0.778,0.726,0.0532354205393364,0.057341098698926236,0.05039863490214789,0.046070311481473614,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-03-01,0.841,0.833,0.767,0.7340000000000001,0.05446523294726646,0.05778408431393543,0.05605212217213546,0.04720721978680804,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-04-01,0.8575,0.841,,0.742,0.05615471930301139,0.057229464439220466,,0.047307825991055645,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2012-05-01,0.8685,0.836,0.767,0.748,0.0558162350933848,0.05604485346577329,0.05100823855025774,0.047320338122207026,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-06-01,0.8714999999999999,0.8390000000000001,0.7809999999999999,0.753,0.05563491799221061,0.0571236868558044,0.053589734091521665,0.04760496192625302,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-07-01,0.8820000000000001,0.861,0.78,0.764,0.05606047092203204,0.059243190325977545,0.055056698048466364,0.04793021593942593,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-08-01,0.896,0.8640000000000001,0.8,0.772,0.057716008177974336,0.060401867520797736,0.05714017850864661,0.047005769858603524,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-09-01,0.9044999999999999,0.865,0.802,0.777,0.05819134729493724,0.06259880190546781,0.056705682254955724,0.04730142069748011,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-10-01,0.915,0.867,0.81,0.784,0.05877933310271562,0.060556423276148005,0.053347539774576305,0.04771542308310804,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-11-01,0.923,0.899,0.826,0.792,0.05977620262278292,0.06271780927296489,0.05382558499449866,0.048364764033333195,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2012-12-01,0.9455,0.903,0.84,0.7959999999999999,0.059987856271082066,0.05925767798353223,0.056259754709739,0.04879567193922018,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-01-01,0.9525,0.909,0.85,0.802,0.05948422059672632,0.059996763246028526,0.05916924876994806,0.0487804715024363,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-02-01,0.962,0.9129999999999999,0.863,0.812,0.06046154480328798,0.05980675881537136,0.058396647164028176,0.049735685377804935,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-03-01,0.9710000000000001,0.925,0.868,0.825,0.06097727117541421,0.06087076473973364,0.05653606282719022,0.050499999999999996,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-04-01,0.9784999999999999,0.9359999999999999,0.868,0.8290000000000001,0.060721611474004865,0.060687277085069484,0.055102871068575,0.050735269783455376,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-05-01,0.9850000000000001,0.941,0.865,0.84,0.06073557441895154,0.06023895417418865,0.05350336438019575,0.05180887954781496,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-06-01,0.988,0.9540000000000001,0.872,0.8440000000000001,0.061027603590506484,0.05869767968156833,0.05346384198689802,0.051617919369149314,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-07-01,0.994,0.965,0.884,0.856,0.06188036522193449,0.05981145375260494,0.05438052592610704,0.052524752260243925,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-08-01,0.991,0.97,0.898,0.862,0.06184247407728769,0.06063200474996682,0.05499140296446345,0.05309386405226125,THD,RPB,SMO,CGO,|Medusa,Medusa,Medusa,Medusa
2013-09-01,1.0055,0.963,0.905,0.8690000000000001,0.06141627553018825,0.05995438599468766,0.055213132495811175,0.05350308028515742,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-10-01,1.0355,0.9670000000000001,0.9079999999999999,0.885,0.06441379433009672,0.06205095003301722,0.05578593371092752,0.054033415587023556,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-11-01,1.036,0.99,0.9159999999999999,0.889,0.06382879914270673,0.06300285707807227,0.05625479179589948,0.05426928781548547,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2013-12-01,1.046,1.013,0.9309999999999999,0.9009999999999999,0.06515418328856559,0.06159714603778327,0.05868849631742152,0.054977118876856385,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-01-01,1.053,1.015,0.96,0.909,0.06626999622755383,0.062272064362762204,0.05864094132941592,0.055844530618494766,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-02-01,1.057,1.011,0.9590000000000001,0.909,0.06635018010525667,0.06183555288019991,0.05921867610813332,0.05656510938732462,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-03-01,1.0614999999999999,1.016,0.978,0.922,0.06706277730604362,0.0630247697338118,0.0601027653273957,0.05817475741247229,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-04-01,1.0775000000000001,1.04,0.961,0.935,0.06684775613287255,0.0641775661738586,0.05852072795172664,0.057820498095398666,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-05-01,1.089,1.043,0.973,0.946,0.06764292719863622,0.06459300581332315,0.05940727564869474,0.05925114007341968,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-06-01,1.0919999999999999,1.052,0.983,0.953,0.06768951469762506,0.0648778421342757,0.06018837429271536,0.05937636230016116,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-07-01,1.0925,,0.997,0.965,0.06771855358762471,,0.06143640940028966,0.060070042450459445,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2014-08-01,1.0985,,1.002,0.9740000000000001,0.06806708529090988,,0.061305908361266453,0.060590705557865894,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2014-09-01,1.1185,,1.008,0.983,0.06988563586317292,,0.06165898474675041,0.06111170427994951,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2014-10-01,1.1365,1.082,1.015,0.993,0.07065497930082494,0.06854638137786707,0.06207100772502408,0.06143920897928292,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-11-01,1.145,1.095,1.032,1.002,0.07155200905635005,0.06839217791531425,0.06371095981069505,0.062212654661250394,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2014-12-01,1.15,1.11,1.037,1.006,0.07170251041630271,0.06953819094569545,0.06424428690552958,0.062195896970780956,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-01-01,1.155,1.119,1.065,1.008,0.07241194652818,0.0680351350406538,0.06726224795529807,0.0625606138077305,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-02-01,1.161,1.122,1.074,1.014,0.07275655022058151,0.06919524839177904,0.06616278107818624,0.06243000560627878,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-03-01,1.167,1.129,1.081,1.0190000000000001,0.07268459534179166,0.06862730943290725,0.06758564640513547,0.06272240110199864,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-04-01,1.166,1.139,1.06,1.028,0.07290165704563922,0.0697592689181875,0.0666705332212065,0.06283647348475246,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-05-01,1.1760000000000002,1.145,1.051,1.046,0.07307334397713028,0.07053857100905858,0.06438605128442028,0.06389692950369368,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-06-01,1.1815,1.17,1.061,1.052,0.07278490296757975,0.07158240007152596,0.06478113614317056,0.06444481670390567,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-07-01,1.1855000000000002,1.179,1.068,1.053,0.0731332817532483,0.07159013619207608,0.0651939138263688,0.06430950474074575,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-08-01,1.1955,1.18,1.078,1.063,0.07395399177867278,0.07384876437693455,0.0659734977093075,0.06509138499064218,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-09-01,1.209,1.176,1.087,1.08,0.0751152554412218,0.07554941164562434,0.06631476758611161,0.06572701119022528,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-10-01,1.228,1.1840000000000002,1.0959999999999999,1.082,0.075967048119563,0.0753105676515587,0.06744907412262972,0.06584532177763278,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-11-01,1.242,1.2209999999999999,1.109,1.083,0.07654724292879529,0.07477986092525178,0.06779802062007416,0.06590447936217993,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2015-12-01,1.255,1.23,1.121,1.088,0.07753928036808183,0.07493623956404537,0.07017056077871973,0.06620029002957617,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-01-01,1.2635,1.235,1.131,1.094,0.07879978489818358,0.07580771728524742,0.07046970696689465,0.06655531233492937,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-02-01,1.2774999999999999,1.24,1.147,1.101,0.08002638627352854,0.07506903489455555,0.07139462444750304,0.06696957219513948,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-03-01,1.281,1.253,1.16,1.111,0.07994660468087435,0.07686372616520747,0.07241657268885347,0.06773149636616631,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-04-01,1.2974999999999999,1.253,1.165,1.125,0.07990383282421437,0.07598047380741976,0.07193754235446191,0.06914658342969666,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-05-01,1.313,1.271,1.171,1.141,0.08038835985389924,0.07859126923520195,0.07184335459873795,0.07008403241823347,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-06-01,1.319,,1.171,1.161,0.08064359614997337,,0.07111587445852016,0.07147388054387421,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2016-07-01,1.323,1.305,1.177,1.1640000000000001,0.08107671922321474,0.07991802049600577,0.07180657630050329,0.0708634292142287,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-08-01,1.334,1.3159999999999998,1.217,1.173,0.08152699920885105,0.08145355486410644,0.07416818994690379,0.07157055539815238,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-09-01,1.3395000000000001,1.2919999999999998,1.217,1.188,0.08214826169798119,0.08242178352838525,0.073843892096774,0.07228304365478808,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-10-01,1.3585000000000003,1.304,1.2229999999999999,1.194,0.08347382883275453,0.08415757601071933,0.07470357688892813,0.07247958057273786,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-11-01,1.3755,1.3219999999999998,1.237,1.202,0.08515985497873983,0.08669868741797651,0.07592501827461091,0.07280998832577848,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2016-12-01,1.387,1.3519999999999999,1.252,1.2109999999999999,0.08558953440695889,0.08549534724182362,0.07800009230763769,0.07348792826036123,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-01-01,1.3929999999999998,1.37,1.262,1.215,0.08655556827841868,0.08393950202377902,0.08038979039654227,0.07372523312950595,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-02-01,1.4,1.364,1.286,1.219,0.0872252830319283,0.08379609537442662,0.0811089736095828,0.07382045515979971,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-03-01,1.408,1.386,1.271,1.235,0.0876876296862904,0.08602084398562942,0.08057038910170411,0.07491201505766615,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-04-01,1.432,1.395,1.278,1.251,0.08894518761574456,0.08764525086962784,0.08270926429366907,0.07617744810637855,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-05-01,1.4505,1.4169999999999998,1.278,1.264,0.08989143952568564,0.0867029434333114,0.08096803319829377,0.07678349822715816,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-06-01,1.4465000000000001,1.425,1.2790000000000001,1.276,0.08895366265646401,0.08737419527526419,0.0801125932672261,0.07734619318363381,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-07-01,1.458,1.442,1.2990000000000002,1.287,0.09045302869445554,0.08837256587878389,0.08126280576007698,0.07814683870765342,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-08-01,1.4674999999999998,1.439,1.3019999999999998,1.2990000000000002,0.090404936259034,0.08799770224272904,0.08143546156312984,0.07871241071139927,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-09-01,1.4845,1.449,1.317,1.3119999999999998,0.0918679209517664,0.09164913311101203,0.08202536436980941,0.07962938151210266,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-10-01,1.5070000000000001,1.449,1.334,1.327,0.09229315467573963,0.09074449625183889,0.0832790585921815,0.0803762676416366,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-11-01,1.506,1.452,1.3519999999999999,1.337,0.09288261193571162,0.08961525762949074,0.08379411912538968,0.08126652693452575,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2017-12-01,1.516,1.476,,1.339,0.09313281698735414,0.09125170464161203,,0.08138498387294796,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2018-01-01,1.5234999999999999,1.484,,1.3459999999999999,0.0942591539321248,0.09046613510037885,,0.08179961858101782,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2018-02-01,1.5379999999999998,1.507,,1.355,0.09498341118321661,0.09182470473679726,,0.08218083718239916,THD|MHD,RPB,,CGO,Medusa|Medusa,Medusa,,Medusa
2018-03-01,1.55,1.493,1.41,1.3659999999999999,0.09556673061269806,0.0913705444878162,0.09010083240458991,0.08283381918033236,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-04-01,1.564,1.5230000000000001,1.409,1.379,0.09605308740483047,0.09294785850142004,0.08687353797330924,0.08427281649500033,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-05-01,1.5735,1.535,1.4069999999999998,1.393,0.09693940426885239,0.09315798409154202,0.08699273762791924,0.0844370558463522,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-06-01,1.5785,1.551,1.412,1.401,0.0965970191051463,0.09460001902748222,0.0872838954217787,0.08465272352381818,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-07-01,1.5865,1.5819999999999999,1.436,1.4140000000000001,0.09726837152949563,0.09680292557562503,0.08845080892790069,0.08583021379444421,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-08-01,1.5825,1.584,1.449,1.42,0.0974653912935253,0.096920594302759,0.08993088234861259,0.08590715918944125,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-09-01,1.595,1.585,1.464,1.4280000000000002,0.09903908319446418,0.09808164965986246,0.09055310927847812,0.086516255120064,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-10-01,1.624,1.588,1.4809999999999999,1.439,0.10000401791928162,0.09678470127039707,0.09204400903915474,0.08703789749298865,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2018-11-01,1.6415000000000002,,1.494,1.445,0.10113990359892579,,0.09279724995925256,0.08739502274157265,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2018-12-01,1.66,,1.504,1.456,0.10168780654532775,,0.09337696503956423,0.08804981317413456,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2019-01-01,1.6655,1.655,1.536,1.46,0.1024317084695945,0.10042654031679075,0.09661503816694375,0.08828793802100035,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2019-02-01,1.6755,1.6380000000000001,1.541,1.4680000000000002,0.10301713886533638,0.10029435876458855,0.09751846799452911,0.088893680315307,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2019-03-01,1.6804999999999999,1.645,1.5390000000000001,1.483,0.10330991675536283,0.09968796316506823,0.09492457848207703,0.08978552444575907,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2019-04-01,1.7029999999999998,1.695,1.541,1.495,0.10484751976084127,0.10426835569816952,0.09366884006968378,0.09063713367047747,THD|MHD,RPB,SMO,CGO,Medusa|Medusa,Medusa,Medusa,Medusa
2019-05-01,1.707,,1.554,1.515,0.10455073600888709,,0.09515617478650559,0.09168865796814783,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
2019-06-01,1.7235,,1.5519999999999998,1.527,0.10593690622252473,,0.09503859426569816,0.09268346346571214,THD|MHD,,SMO,CGO,Medusa|Medusa,,Medusa,Medusa
