1988-08-01,,,,,,,,,,,,,||,,,||
1988-09-01,,,,,,,,,,,,,||,,,||
1988-10-01,,,,,,,,,,,,,||,,,||
1988-11-01,0.312,,,,0.019241409578302726,,,,THD,,,,||Archive,,,||
1988-12-01,,,,,,,,,,,,,||,,,||
1989-01-01,,,,,,,,,,,,,||,,,||
1989-02-01,,,,,,,,,,,,,||,,,||
1989-03-01,,,,,,,,,,,,,||,,,||
1989-04-01,,,,0.1684,,,,0.021186596264015606,,,,CGO,||,,,||Archive
1989-05-01,0.344,,,0.2753,0.04922536714581213,,,0.029876266687315536,THD,,,CGO,||Archive,,,||Archive
1989-06-01,,,,,,,,,,,,,||,,,||
1989-07-01,,,,,,,,,,,,,||,,,||
1989-08-01,,,,,,,,,,,,,||,,,||
1989-09-01,,,,,,,,,,,,,||,,,||
1989-10-01,,,,,,,,,,,,,||,,,||
1989-11-01,,,,0.1729,,,,0.012710359184869638,,,,CGO,||,,,||Archive
1989-12-01,,,,,,,,,,,,,||,,,||
1990-01-01,,,,,,,,,,,,,||,,,||
1990-02-01,,,,0.1548,,,,0.02013644377564221,,,,CGO,||,,,||Archive
1990-03-01,,,,,,,,,,,,,||,,,||
1990-04-01,,,,0.17593333333333336,,,,0.020136898871037714,,,,CGO,||,,,||Archive
1990-05-01,,,,,,,,,,,,,||,,,||
1990-06-01,,,,,,,,,,,,,||,,,||
1990-07-01,,,,,,,,,,,,,||,,,||
1990-08-01,,,,,,,,,,,,,||,,,||
1990-09-01,0.357,,,,0.05286901306776968,,,,THD,,,,||Archive,,,||
1990-10-01,,,,,,,,,,,,,||,,,||
1990-11-01,,,,0.1824,,,,0.021896630881083054,,,,CGO,||,,,||Archive
1990-12-01,,,,,,,,,,,,,||,,,||
1991-01-01,,,,,,,,,,,,,||,,,||
1991-02-01,,,,,,,,,,,,,||,,,||
1991-03-01,,,,,,,,,,,,,||,,,||
1991-04-01,0.4085,,,,0.04951271036905573,,,,THD,,,,||Archive,,,||
1991-05-01,,,,,,,,,,,,,||,,,||
1991-06-01,,,,,,,,,,,,,||,,,||
1991-07-01,,,,,,,,,,,,,||,,,||
1991-08-01,,,,0.18369999999999997,,,,0.014201440860546512,,,,CGO,||,,,||Archive
1991-09-01,,,,,,,,,,,,,||,,,||
1991-10-01,,,,,,,,,,,,,||,,,||
1991-11-01,,,,,,,,,,,,,||,,,||
1991-12-01,,,,,,,,,,,,,||,,,||
1992-01-01,,,,,,,,,,,,,||,,,||
1992-02-01,,,,,,,,,,,,,||,,,||
1992-03-01,,,,0.1684,,,,0.02036054668358392,,,,CGO,||,,,||Archive
1992-04-01,,,,,,,,,,,,,||,,,||
1992-05-01,,,,,,,,,,,,,||,,,||
1992-06-01,,,,,,,,,,,,,||,,,||
1992-07-01,,,,,,,,,,,,,||,,,||
1992-08-01,,,,,,,,,,,,,||,,,||
1992-09-01,,,,0.20345,,,,0.025267300935084062,,,,CGO,||,,,||Archive
1992-10-01,,,,,,,,,,,,,||,,,||
1992-11-01,,,,,,,,,,,,,||,,,||
1992-12-01,,,,,,,,,,,,,||,,,||
1993-01-01,,,,,,,,,,,,,||,,,||
1993-02-01,,,,,,,,,,,,,||,,,||
1993-03-01,,,,0.1637,,,,0.02005469009971483,,,,CGO,||,,,||Archive
1993-04-01,,,,,,,,,,,,,||,,,||
1993-05-01,,,,,,,,,,,,,||,,,||
1993-06-01,0.692,,,,0.06091052296081524,,,,THD,,,,||Archive,,,||
1993-07-01,,,,,,,,,,,,,||,,,||
1993-08-01,,,,,,,,,,,,,||,,,||
1993-09-01,,,,,,,,,,,,,||,,,||
1993-10-01,,,,,,,,,,,,,||,,,||
1993-11-01,,,,,,,,,,,,,||,,,||
1993-12-01,,,,,,,,,,,,,||,,,||
1994-01-01,,,,,,,,,,,,,||,,,||
1994-02-01,,,,0.23335,,,,0.015598159680580911,,,,CGO,||,,,||Archive
1994-03-01,0.8915,,,,0.0314400967570076,,,,THD,,,,||Archive,,,||
1994-04-01,,,,0.2749,,,,0.02165816923824357,,,,CGO,||,,,||Archive
1994-05-01,,,,,,,,,,,,,||,,,||
1994-06-01,,,,,,,,,,,,,||,,,||
1994-07-01,,,,,,,,,,,,,||,,,||
1994-08-01,,,,,,,,,,,,,||,,,||
1994-09-01,,,,,,,,,,,,,||,,,||
1994-10-01,1.175,,,0.3513,0.08936961578187522,,,0.023412430722921533,MHD,,,CGO,|ADS||,,,||Archive
1994-11-01,1.199,,,,0.12852718708211114,,,,MHD,,,,|ADS||,,,||
1994-12-01,1.229,,,,0.12682729635547704,,,,MHD,,,,|ADS||,,,||
1995-01-01,1.245,,,,0.10976630576365409,,,,MHD,,,,|ADS||,,,||
1995-02-01,1.209,,,0.3446666666666667,0.07966421529419593,,,0.023548379556044944,MHD,,,CGO,|ADS||,,,||Archive
1995-03-01,1.2770000000000001,,,0.3798,0.07783200453515252,,,0.019829064812279976,MHD,,,CGO,|ADS||,,,||Archive
1995-04-01,1.32,,,,0.08914385102742645,,,,MHD,,,,|ADS||,,,||
1995-05-01,1.307,,,,0.11222507712075765,,,,MHD,,,,|ADS||,,,||
1995-06-01,1.197,,,0.467,0.0768142371514552,,,0.03759591861306224,MHD,,,CGO,|ADS||,,,||Archive
1995-07-01,1.21,,,0.461,0.07429879463356051,,,0.0306157671803272,MHD,,,CGO,|ADS||,,,||Archive
1995-08-01,1.11,,,0.4687,0.09058043499564353,,,0.04673840045054602,MHD,,,CGO,|ADS||,,,||Archive
1995-09-01,1.103,,,0.513,0.055529236814132424,,,0.03164336447914475,MHD,,,CGO,|ADS||,,,||Archive
1995-10-01,,,,0.4989,,,,0.023262764200335264,,,,CGO,|||,,,||Archive
1995-11-01,1.119,,,0.5304,0.06779209772266971,,,0.034744517193341456,MHD,,,CGO,|ADS||,,,||Archive
1995-12-01,1.2329999999999999,,,0.5045666666666667,0.05846361795475884,,,0.028017858635352954,MHD,,,CGO,|ADS||,,,||Archive
1996-01-01,1.2409999999999999,,,,0.10124097003901138,,,,MHD,,,,|ADS||,,,||
1996-02-01,1.371,,,,0.11283069488769445,,,,MHD,,,,|ADS||,,,||
1996-03-01,1.334,,,,0.1343732641318205,,,,MHD,,,,|ADS||,,,||
1996-04-01,1.5256500000000002,,,,0.11555256731539022,,,,THD|MHD,,,,|ADS||Archive,,,||
1996-05-01,1.2570000000000001,,,0.5582,0.08476743576846005,,,0.022735580853314476,MHD,,,CGO,|ADS||,,,||Archive
1996-06-01,1.151,,,,0.0872613015444991,,,,MHD,,,,|ADS||,,,||
1996-07-01,1.178,,,,0.07478329909919727,,,,MHD,,,,|ADS||,,,||
1996-08-01,1.229,,,0.6097,0.07900736105477767,,,0.04617139609900918,MHD,,,CGO,|ADS||,,,||Archive
1996-09-01,1.276,,,,0.07429529380950048,,,,MHD,,,,|ADS||,,,||
1996-10-01,1.29,,,0.636,0.07536152124260763,,,0.020554595569847633,MHD,,,CGO,|ADS||,,,||Archive
1996-11-01,1.3940000000000001,,,0.6112,0.07425859543945064,,,0.04182916662456473,MHD,,,CGO,|ADS||,,,||Archive
1996-12-01,1.392,,,,0.10649839397549617,,,,MHD,,,,|ADS||,,,||
1997-01-01,1.571,,,0.5678666666666666,0.10211114006238496,,,0.02535474455689901,MHD,,,CGO,|ADS||,,,||Archive
1997-02-01,1.41,,,,0.09839215743137254,,,,MHD,,,,|ADS||,,,||
1997-03-01,1.474,,,0.5597,0.1857116013130036,,,0.030555198165477502,MHD,,,CGO,|ADS||,,,||Archive
1997-04-01,1.3880000000000001,,,0.608,0.1139344761279921,,,0.0458910840944077,MHD,,,CGO,|ADS||,,,||Archive
1997-05-01,1.3319999999999999,,,0.61035,0.053431581426718035,,,0.028768532616330986,MHD,,,CGO,|ADS||,,,||Archive
1997-06-01,1.2830000000000001,,,,0.06583339438582823,,,,MHD,,,,|ADS||,,,||
1997-07-01,1.2109999999999999,,,0.67795,0.06054945218612634,,,0.05438294943156449,MHD,,,CGO,|ADS||,,,||Archive
1997-08-01,1.2409999999999999,,,,0.0928479079701853,,,,MHD,,,,|ADS||,,,||
1997-09-01,1.3030000000000002,,,,0.12454383015292247,,,,MHD,,,,|ADS||,,,||
1997-10-01,1.5619999999999998,,,,0.22142552143454466,,,,MHD,,,,|ADS||,,,||
1997-11-01,1.663,,,,0.16673119411663792,,,,MHD,,,,|ADS||,,,||
1997-12-01,1.851,,,,0.13086119395466328,,,,MHD,,,,|ADS||,,,||
1998-01-01,1.9080000000000001,,,,0.2090431596378126,,,,MHD,,,,|ADS||,,,||
1998-02-01,1.734,,,0.7,0.06713488393853079,,,0.03591194230336198,MHD,,,CGO,|ADS||,,,|ADS|
1998-03-01,,,,0.742,,,,0.028945302129361167,,,,CGO,|||,,,|ADS|
1998-04-01,,,,0.7399,,,,0.03264170241320756,,,,CGO,|||,,,|ADS|Archive
1998-05-01,,,,0.794,,,,0.0313902520639768,,,,CGO,|||,,,|ADS|
1998-06-01,2.097933333333333,,,0.8233333333333335,0.07043941606501733,,,0.03717944431477635,THD,,,CGO,|||Archive,,,|ADS|Archive
1998-07-01,,,,0.883,,,,0.0325736071131215,,,,CGO,|||,,,|ADS|
1998-08-01,1.7830000000000001,,,0.899,0.08781878350535266,,,0.030523986686538836,MHD,,,CGO,|ADS||,,,|ADS|
1998-09-01,1.804,,,0.9159999999999999,0.07942947676926998,,,0.031484137171598016,MHD,,,CGO,|ADS||,,,|ADS|
1998-10-01,1.766,,,0.87595,0.09508501207572095,,,0.042956063939845565,MHD,,,CGO,|ADS||,,,|ADS|Archive
1998-11-01,1.868,,,0.895,0.111260637881328,,,0.034828251764910625,MHD,,,CGO,|ADS||,,,|ADS|
1998-12-01,1.936,,,0.877,0.13640247748131262,,,0.032444447074345406,MHD,,,CGO,|ADS||,,,|ADS|
1999-01-01,2.008,,,0.867,0.06361963985562949,,,0.031587547552160485,MHD,,,CGO,|ADS||,,,|ADS|
1999-02-01,2.133,,,0.82385,0.1306678792984718,,,0.0389431933565405,MHD,,,CGO,|ADS||,,,|ADS|Archive
1999-03-01,2.2569999999999997,,,0.8540000000000001,0.1219302732169497,,,0.03130465230345164,MHD,,,CGO,|ADS||,,,|ADS|
1999-04-01,2.324,,,0.8568,0.09959955900625263,,,0.037549991961352,MHD,,,CGO,|ADS||,,,|ADS|Archive
1999-05-01,2.32,,,0.925,0.09581388091503235,,,0.039005476859025834,MHD,,,CGO,|ADS||,,,|ADS|
1999-06-01,2.225,,,0.956,0.09550358645098099,,,0.036766811999954525,MHD,,,CGO,|ADS||,,,|ADS|
1999-07-01,2.146,,,0.986,0.09715107562883696,,,0.04017622614233447,MHD,,,CGO,|ADS||,,,|ADS|
1999-08-01,2.074,,,0.9798,0.09749208057191107,,,0.048749941474114614,MHD,,,CGO,|ADS||,,,|ADS|Archive
1999-09-01,2.06,,,1.0090000000000001,0.12351388773737146,,,0.035966911661136546,MHD,,,CGO,|ADS||,,,|ADS|
1999-10-01,2.1959999999999997,,,1.013,0.12798038169907136,,,0.036056214936679085,MHD,,,CGO,|ADS||,,,|ADS|
1999-11-01,2.343,,,0.9541999999999999,0.12575606733179914,,,0.040921194303607515,MHD,,,CGO,|ADS||,,,|ADS|Archive
1999-12-01,2.334,,,0.958,0.11393469372162283,,,0.03302790703874528,MHD,,,CGO,|ADS||,,,|ADS|
2000-01-01,2.419,,,0.932,0.15843735471674603,,,0.03243091965640198,MHD,,,CGO,|ADS||,,,|ADS|
2000-02-01,2.348,,,0.9159999999999999,0.1258176689696642,,,0.031484137171598016,THD|MHD,,,CGO,|ADS||Archive,,,|ADS|
2000-03-01,2.444,,,0.9012833333333333,0.17881576181265454,,,0.03892849488634386,MHD,,,CGO,|ADS||,,,|ADS|Archive
2000-04-01,2.568845,,,0.925,0.11880608185426386,,,0.03227115159085588,THD|MHD,,,CGO,|ADS||Archive,,,|ADS|
2000-05-01,2.595,,,0.945,0.08751666150510999,,,0.037231293302811816,MHD,,,CGO,|ADS||,,,|ADS|
2000-06-01,2.522,,,1.021,0.09435100050428717,,,0.04230828265056382,MHD,,,CGO,|ADS||,,,|ADS|
2000-07-01,2.39,,,1.0390000000000001,0.11485421369719094,,,0.04413024223862815,MHD,,,CGO,|ADS||,,,|ADS|
2000-08-01,2.313,,,1.0654500000000002,0.09567920018248482,,,0.037999322198903764,MHD,,,CGO,|ADS||,,,|ADS|Archive
2000-09-01,2.322,,,1.0892,0.11292334915401685,,,0.04287287317632911,MHD,,,CGO,|ADS||,,,|ADS|Archive
2000-10-01,2.517,,,1.119,0.14201082784196423,,,0.03904828438792158,MHD,,,CGO,|ADS||,,,|ADS|
2000-11-01,2.6460000000000004,,,1.122,0.11614097698848586,,,0.04095259347294137,MHD,,,CGO,|ADS||,,,|ADS|
2000-12-01,2.892,,,1.0859999999999999,0.12294356493676276,,,0.04502113809134549,MHD,,,CGO,|ADS||,,,|ADS|
2001-01-01,2.7969999999999997,,,1.0382833333333334,0.19286609013810593,,,0.0481736379212542,MHD,,,CGO,|ADS||,,,|ADS|Archive
2001-02-01,2.906,,,1.06,0.1648170846139441,,,0.04993527474641549,MHD,,,CGO,|ADS||,,,|ADS|
2001-03-01,2.949,,,1.091,0.2138337788546047,,,0.05046344283181638,MHD,,,CGO,|ADS||,,,|ADS|
2001-04-01,2.9810000000000003,,,1.057925,0.14898251481848468,,,0.05824790191281764,MHD,,,CGO,|ADS||,,,|ADS|Archive
2001-05-01,3.008,,,1.163,0.11937915402347263,,,0.06403605993157294,MHD,,,CGO,|ADS||,,,|ADS|
2001-06-01,3.045,,,1.194,0.11206018544068183,,,0.07231682219677521,MHD,,,CGO,|ADS||,,,|ADS|
2001-07-01,2.845,,,1.21965,0.16135889328140549,,,0.059665797811282964,MHD,,,CGO,|ADS||,,,|ADS|Archive
2001-08-01,2.611,,,1.249,0.12418295515907166,,,0.048265673052802244,MHD,,,CGO,|ADS||,,,|ADS|
2001-09-01,2.6460000000000004,,,1.2510750000000002,0.1108680591326465,,,0.046667125757852555,MHD,,,CGO,|ADS||,,,|ADS|Archive
2001-10-01,2.7489999999999997,,,1.281,0.13457202337499424,,,0.05029868612240284,MHD,,,CGO,|ADS||,,,|ADS|
2001-11-01,2.97,,,1.249,0.18325864922562318,,,0.044379896295958156,MHD,,,CGO,|ADS||,,,|ADS|
2001-12-01,3.2460000000000004,,,1.21,0.20104740481747085,,,0.043512192360302876,MHD,,,CGO,|ADS||,,,|ADS|
2002-01-01,3.2089999999999996,,,1.173,0.23419036666447235,,,0.04399083743190166,MHD,,,CGO,|ADS||,,,|ADS|
2002-02-01,3.2089999999999996,,,1.137,0.187310244883829,,,0.05939748832703282,MHD,,,CGO,|ADS||,,,|ADS|
2002-03-01,3.4139999999999997,,,1.145,0.16908529538383876,,,0.08349598505916318,MHD,,,CGO,|ADS||,,,|ADS|
2002-04-01,3.3819999999999997,,,1.202,0.16366091372639957,,,0.07242213703668236,MHD,,,CGO,|ADS||,,,|ADS|
2002-05-01,3.5260000000000002,,,1.31,0.17090336820039564,,,0.07131417365433046,MHD,,,CGO,|ADS||,,,|ADS|
2002-06-01,3.537,,,1.328525,0.17434949338486763,,,0.06101136485937701,MHD,,,CGO,|ADS||,,,|ADS|Archive
2002-07-01,3.386,,,1.3969999999999998,0.18546811968378824,,,0.07430341540709956,MHD,,,CGO,|ADS||,,,|ADS|
2002-08-01,3.2239999999999998,,,1.475,0.17883474081464149,,,0.08228696145198217,MHD,,,CGO,|ADS||,,,|ADS|
2002-09-01,3.1239999999999997,,,1.511,0.11766497427119083,,,0.05776356242511363,MHD,,,CGO,|ADS||,,,|ADS|
2002-10-01,3.4189999999999996,,,1.524,0.18680472823148775,,,0.062225439638784394,MHD,,,CGO,|ADS||,,,|ADS|
2002-11-01,3.738,,,1.5190000000000001,0.19076846021960758,,,0.06285623088954666,MHD,,,CGO,|ADS||,,,|ADS|
2002-12-01,4.027,,,1.469,0.2538211803021174,,,0.06648380934964543,MHD,,,CGO,|ADS||,,,|ADS|
2003-01-01,4.016,,,1.421,0.25726802036288926,,,0.06967626003769146,MHD,,,CGO,|ADS||,,,|ADS|
2003-02-01,3.984,,,1.3794,0.2668075202490364,,,0.07473733788974826,MHD,,,CGO,|ADS||,,,|ADS|Archive
2003-03-01,4.189,,,1.406,0.2837580829651201,,,0.07359387923353408,MHD,,,CGO,|ADS||,,,|ADS|
2003-04-01,4.326135576923077,,,1.433,0.19673226092885096,,,0.07738873685724558,THD|MHD,,,CGO,|ADS||Archive,,,|ADS|
2003-05-01,4.325,,,1.49135,0.1775287616838466,,,0.0778209035147042,MHD,,,CGO,|ADS||,,,|ADS|Archive
2003-06-01,4.235,,,1.594,0.1651024176958048,,,0.09970744415859831,MHD,,,CGO,|ADS||,,,|ADS|
2003-07-01,4.082,,,1.709,0.18749630565363148,,,0.06392685162308559,MHD,,,CGO,|ADS||,,,|ADS|
2003-08-01,3.753,,,1.76,0.18603752996951986,,,0.07045094338616056,MHD,,,CGO,|ADS||,,,|ADS|
2003-09-01,3.779,,,1.7180000000000002,0.1719933021859863,,,0.07254770806689899,MHD,,,CGO,|ADS||,,,|ADS|
